X,Y,Name,FIRE_OF_NOTE_IND,FIRE_SIZE_HA,Field_1,Fire Number,GEOGRAPHIC,IGNITION DATE,INCIDENT_NAME,LATITUDE,LONGITUDE,RESPONSE_TYPE_DESC,YEAR
-122.515566500396,53.0161728306002,West Fraser Log Yard,0,1,West Fraser Log Yard,C12921,West Fraser Log Yard,2021-11-09 11:54:39 AM,WEST FRASER PULP ...,53.016167,-122.51555,Monitor,2021
-122.418549519848,53.1178228471619,10 Mile Lake,0,0.35,10 Mile Lake,C10402,10 Mile Lake,2021-04-23,,53.117817,-122.418533,Full,2021
-118.160832150473,51.2832062885066,Carnes Creek,0,0.05,Carnes Creek,N42708,Carnes Creek,2021-08-22 1:15:21 PM,Carnes creek 2,51.2832,-118.160817,Full,2021
-116.387697535776,50.3490564385311,Toby Creek,0,0.03,Toby Creek,N21240,Toby Creek,2021-07-01 4:32:00 PM,Toby Creek,50.34905,-116.387683,Full,2021
-120.322132378887,50.7122230033721,0.5 km Paul Lake Road,0,0.2,0.5 km Paul Lake Road,K20435,0.5 km Paul Lake Road,2021-04-30 3:40:00 PM,Paul Lake Road,50.712217,-120.322117,Full,2021
-122.405849860623,54.0606388799021,Between Giscome & Willow River,0,0.009,"Between Giscome &amp; Willow River",G12117,"Between Giscome &amp; Willow River",2021-07-21 8:00:00 PM,,54.060633,-122.405833,Full,2021
-119.62846492236,49.5252390227338,Mount Nkwala,0,0.3,Mount Nkwala,K52833,Mount Nkwala,2021-09-16 1:33:33 AM,,49.525233,-119.62845,Full,2021
-120.106247963745,49.3606389589345,Hwy 3,0,0.009,Hwy 3,K60748,Hwy 3,2021-06-07 4:15:36 PM,West Hedley,49.360633,-120.106233,Full,2021
-119.066815110499,50.5696391435018,Enderby Cliffs,0,0.009,Enderby Cliffs,K40738,Enderby Cliffs,2021-06-06 3:00:00 AM,,50.569633,-119.0668,Full,2021
-115.74334720926,49.6138894634843,L and D Ranch,0,0.009,L and D Ranch,N12394,L and D Ranch,2021-08-04 12:00:49 PM,L AND D RANCH,49.613883,-115.743333,Full,2021
-123.255848575854,49.6714726105654,Mill Creek,0,0.2,Mill Creek,V32090,Mill Creek,2021-07-20 4:30:00 PM,,49.671467,-123.255833,Full,2021
-120.867798738361,51.5792889785802,SW of Deka Lake,0,652,SW of Deka Lake,C41102,SW of Deka Lake,2021-06-30 6:00:00 PM,,51.579283,-120.867783,Full,2021
-120.474598375774,50.6057559805384,Rush lake,0,0.59,Rush lake,K20881,Rush lake,2021-06-23 12:20:35 PM,,50.60575,-120.474583,Full,2021
-118.221048138067,51.205006277166,Frisby Ridge #3,0,0.04,Frisby Ridge #3,N42076,Frisby Ridge #3,2021-07-20 2:47:23 AM,FRISBY RIDGE #3,51.205,-118.221033,Full,2021
-117.930047815541,50.2782892588468,Turnbull Creek,0,0.009,Turnbull Creek,N51314,Turnbull Creek,2021-06-30 10:46:18 AM,Saddle Mountain,50.278283,-117.930033,Full,2021
-117.484597558777,49.6479232713969,Christian Creek,0,0.01,Christian Creek,N51626,Christian Creek,2021-06-29 5:11:31 PM,CHRISTIAN CREEK,49.647917,-117.484583,Full,2021
-122.602186060297,58.8593389661114,2nm North of Fort Nelson Airport,0,0.7,2nm North of Fort Nelson Airport,G90764,2nm North of Fort Nelson Airport,2021-06-10 1:56:16 PM,,58.859333,-122.602167,Full,2021
-120.240098350301,50.6645060115117,Juniper,0,46.9,Juniper,K21224,Juniper,2021-07-01 9:10:27 PM,Juniper Ridge,50.6645,-120.240083,Full,2021
-119.862615538381,51.5178230977146,Harper Creek,0,50,Harper Creek,K22566,Harper Creek,2021-08-07 8:10:37 PM,HARPER CREEK,51.517817,-119.8626,Modified,2021
-120.770615274514,50.0742729192987,Iron Mountain,0,0.933,Iron Mountain,K60272,Iron Mountain,2021-04-17 3:54:34 PM,,50.074267,-120.7706,Full,2021
-123.644349687141,53.0097556862555,2km NW of Rainbow Lake,0,0.009,2km NW of Rainbow Lake,C12045,2km NW of Rainbow Lake,2021-07-18 7:07:04 PM,2KM NW OF RAINBOW...,53.00975,-123.644333,Full,2021
-120.563882068833,49.4560059118791,Coalmont Rd,0,0.6,Coalmont Rd,K61624,Coalmont Rd,2021-07-08 6:34:05 PM,Coalmont,49.456,-120.563867,Full,2021
-122.73825932121,52.20545188381,6.5km E of Renner Lake,0,6.3,6.5km E of Renner Lake,C21722,6.5km E of Renner Lake,2021-07-10 10:00:00 AM,,52.205446,-122.738243,Full,2021
-121.792715339982,49.6826727818428,Clear Creek - MODIFIED REPONSE,0,465,Clear Creek - MODIFIED REPONSE,V12270,Clear Creek - MODIFIED REPONSE,2021-07-31 8:25:03 AM,,49.682667,-121.7927,Modified,2021
-124.349482885888,50.1642725001823,McMillan Creek,0,0.009,McMillan Creek,V52514,McMillan Creek,2021-08-07 6:25:04 PM,MCMILLAN CREEK,50.164267,-124.349467,Full,2021
-119.360515082731,50.2818730946762,East of Okanagan Lake,0,100,East of Okanagan Lake,K40004,East of Okanagan Lake,2021-04-01 12:00:00 PM,,50.281867,-119.3605,Full,2021
-127.665201171662,55.2479721985288,Anderson Flats Park,0,0.06,Anderson Flats Park,R40424,Anderson Flats Park,2021-04-26 6:00:00 PM,Anderson Flats,55.247967,-127.665183,Full,2021
-120.912298803172,51.7582389817769,1km South of Canim Lake Rd S,0,0.009,1km South of Canim Lake Rd S,C41255,1km South of Canim Lake Rd S,2021-07-01 3:58:31 PM,,51.758233,-120.912283,Full,2021
-116.501981394203,49.7434233877119,Haatsa Creek,0,7,Haatsa Creek,N12426,Haatsa Creek,2021-08-03 11:00:00 AM,HAATSA CREEK,49.743417,-116.501967,Monitor,2021
-120.158482963169,52.668973113709,E of Clearwater River,0,49.5,E of Clearwater River,K22000,E of Clearwater River,2021-07-08 5:29:47 PM,EAST OF CLEARWATE...,52.668967,-120.158467,Monitor,2021
-128.483134940929,54.410772075587,Furlong Creek,0,0.009,Furlong Creek,R51473,Furlong Creek,2021-07-05 4:13:22 PM,,54.410767,-128.483117,Full,2021
-126.28448466212,54.5027723759651,SE of Topley,0,0.237,SE of Topley,R20232,SE of Topley,2021-04-15 7:20:00 PM,East of Topley,54.502767,-126.284467,Full,2021
-121.85668413599,55.0176889819078,Twidell Creek,0,0.5,Twidell Creek,G71324,Twidell Creek,2021-07-02 5:17:15 PM,,55.017683,-121.856667,Full,2021
-119.169565233954,50.9265891505278,Ivy FSR,0,0.009,Ivy FSR,K42529,Ivy FSR,2021-08-10 4:00:00 PM,IVY FSR,50.926583,-119.16955,Full,2021
-124.567048800697,49.7486224587276,Duker Rd,0,2.46,Duker Rd,V52938,Duker Rd,2022-03-09 2:00:56 PM,,49.748617,-124.567033,Full,2021
-122.443983872922,54.0746728748683,Willow River,0,0.6,Willow River,G10281,Willow River,2021-04-18 9:27:37 AM,Willow River,54.074667,-122.443967,Full,2021
-120.428982306412,50.3978559756471,Moore Creek,0,0.009,Moore Creek,K21246,Moore Creek,2021-07-01 9:17:32 PM,Moore Creek,50.39785,-120.428967,Full,2021
-119.7122652628,50.6873890744719,4 miles E of Pritchard,0,0.009,4 miles E of Pritchard,K21566,4 miles E of Pritchard,2021-07-07 1:24:25 PM,Martin Creek Road,50.687383,-119.71225,Full,2021
-123.109266231043,51.9244727170843,W of Stone Creek Reserve on Stone Rd,0,2.71,W of Stone Creek Reserve on Stone Rd,C50162,W of Stone Creek Reserve on Stone Rd,2021-04-10 4:30:00 PM,,51.924467,-123.10925,Modified,2021
-117.670681497944,49.2824062281844,Merry Creek,1,20,Merry Creek,N51165,Merry Creek,2021-06-30 7:30:00 PM,MERRY CREEK,49.2824,-117.670667,Full,2021
-121.251499996717,54.9432730595192,Tent Fire Creek,1,3380,Tent Fire Creek,G71138,Tent Fire Creek,2021-06-30 8:37:18 PM,Tent Fire,54.943267,-121.251483,Full,2021
-120.380916070559,52.865973094106,4.5km E of Christian Lake,0,1.5,4.5km E of Christian Lake,C32666,4.5km E of Christian Lake,2021-08-16 10:37:51 AM,,52.865967,-120.3809,Monitor,2021
-123.120015656224,50.0356726413393,Brandywine Falls Park,0,0.009,Brandywine Falls Park,V31718,Brandywine Falls Park,2021-07-09 1:00:53 AM,,50.035667,-123.12,Full,2021
-126.423934659782,55.2490331496524,SW of Morrison Lake,0,0.148,SW of Morrison Lake,R21840,SW of Morrison Lake,2021-06-30 3:00:08 PM,,55.249028,-126.423917,Full,2021
-121.118248801567,51.6415729508974,End of Horse Lake Rd N,0,15,End of Horse Lake Rd N,C41149,End of Horse Lake Rd N,2021-06-30 8:01:24 PM,,51.641567,-121.118233,Full,2021
-119.698097805988,49.0370889869191,Nighthawk,0,1.14,Nighthawk,K50645,Nighthawk,2021-05-25 12:50:00 PM,NIGHTHAWK,49.037083,-119.698083,Full,2021
-124.652848719186,49.410222435757,Linx Road,0,0.54,Linx Road,V70002,Linx Road,2021-04-01 4:20:00 PM,,49.410217,-124.652833,Full,2021
-119.143432659967,52.5025892916043,Oasis Creek,0,9.6,Oasis Creek,G32226,Oasis Creek,2021-07-25 5:08:34 PM,,52.502583,-119.143417,Full,2021
-122.290216295484,52.5335388416416,NE of Gibralter Mine Rd,0,0.15,NE of Gibralter Mine Rd,C12634,NE of Gibralter Mine Rd,2021-08-16 12:00:06 PM,,52.533533,-122.2902,Full,2021
-117.622047429747,49.0547562193008,Casino Creek,0,0.009,Casino Creek,N51565,Casino Creek,2021-07-07 3:36:32 PM,CASINO CREEK,49.05475,-117.622033,Full,2021
-125.557299964123,52.9431724377254,4.5km SW of Basalt Lake,0,233.67,4.5km SW of Basalt Lake,C52323,4.5km SW of Basalt Lake,2021-07-07 10:40:23 AM,,52.943167,-125.557283,Modified,2021
-123.231966313839,52.117122709101,Anahim Meadow Road,0,3.7,Anahim Meadow Road,C50327,Anahim Meadow Road,2021-04-19 4:00:55 PM,,52.117117,-123.23195,Full,2021
-118.479098246555,51.4040562570543,Bourne Creek,0,0.02,Bourne Creek,N41786,Bourne Creek,2021-07-11 10:31:49 AM,BOURNE CREEK,51.40405,-118.479083,Full,2021
-116.965297464437,49.6673233312609,Balfour Knob,0,0.009,Balfour Knob,N71645,Balfour Knob,2021-07-08 10:55:13 AM,Balfour Knob,49.667317,-116.965283,Full,2021
-115.651747212234,49.6950894787439,Lakit Creek FSR,0,0.19,Lakit Creek FSR,N11881,Lakit Creek FSR,2021-07-12 11:50:23 PM,LAKIT CREEK FSR,49.695083,-115.651733,Full,2021
-114.634180941536,49.4503395729373,Flathead Pass,0,0.1,Flathead Pass,N11962,Flathead Pass,2021-07-15 11:09:58 AM,FLATHEAD PASS,49.450333,-114.634167,Full,2021
-121.190436267847,59.7360731845299,Wildboy,0,77.4,Wildboy,G91024,Wildboy,2021-06-28 5:42:31 AM,,59.736067,-121.190417,Monitor,2021
-117.398331649543,50.0450233059331,West Wilson Road,0,0.009,West Wilson Road,N51242,West Wilson Road,2021-06-30 10:13:23 AM,WEST WILSON ROAD,50.045017,-117.398317,Full,2021
-122.223598706855,50.7100387776852,Santa Clause Mnt,0,0.08,Santa Clause Mnt,K71271,Santa Clause Mnt,2021-07-01 9:39:40 PM,Santa Claus Mountain,50.710033,-122.223583,Full,2021
-120.34743297914,52.6099730876235,2km W of Stranger Lake,0,0.04,2km W of Stranger Lake,C32379,2km W of Stranger Lake,2021-08-02 11:22:47 PM,,52.609967,-120.347417,Full,2021
-120.843649026565,52.4844560208155,3km NE of Suey Lake,0,0.1,3km NE of Suey Lake,C32367,3km NE of Suey Lake,2021-08-03 5:04:05 PM,Suey Lake,52.48445,-120.843633,Full,2021
-120.669983468402,53.8403560960668,Walker Creek,0,0.009,Walker Creek,G11770,Walker Creek,2021-07-10 4:02:40 PM,,53.84035,-120.669967,Monitor,2021
-120.944949090709,52.6240060140279,E Side of the N Arm of Quesnel Lake,0,0.1,E Side of the N Arm of Quesnel Lake,C32131,E Side of the N Arm of Quesnel Lake,2021-07-21 5:00:53 PM,,52.624,-120.944933,Full,2021
-116.812714855781,51.1793394401517,Campbell Road,0,0.009,Campbell Road,N40871,Campbell Road,2021-06-22 3:00:00 PM,Campbell Road,51.179333,-116.8127,Full,2021
-121.702265836209,51.425288870986,2.6km NE of Valenzuela Lake,0,0.09,2.6km NE of Valenzuela Lake,C41823,2.6km NE of Valenzuela Lake,2021-07-11 7:20:41 PM,,51.425283,-121.70225,Full,2021
-121.282432156275,49.3235888231083,Eleven Mile Creek,0,42,Eleven Mile Creek,V10859,Eleven Mile Creek,2021-06-20 3:33:56 PM,ELEVEN MILE CREEK,49.323583,-121.282417,Full,2021
-120.432458367845,50.3997101449089,West Boar Creek,0,0.009,West Boar Creek,K21665,West Boar Creek,2021-06-30 2:06:15 PM,West More Creek,50.399704,-120.432443,Full,2021
-119.77301548451,51.391756102646,Bear Creek,0,192.5,Bear Creek,K21890,Bear Creek,2021-07-01 9:24:45 PM,Bear Creek,51.39175,-119.773,Monitor,2021
-115.668714330274,50.1279565051369,8km White Swan FSR,0,0.04,8km White Swan FSR,N21785,8km White Swan FSR,2021-07-10 10:30:28 PM,8KM WHITE SWAN FSR,50.12795,-115.6687,Full,2021
-120.911182841755,51.8831729869051,Moffat Creek,0,0.1,Moffat Creek,C41810,Moffat Creek,2021-07-11 3:35:04 PM,,51.883167,-120.911167,Full,2021
-118.257348042974,50.860123253479,Mulvehill Creek - MR,0,0.3,Mulvehill Creek - MR,N42209,Mulvehill Creek - MR,2021-07-04 5:21:49 AM,MULVEHILL CREEK- MR,50.860117,-118.257333,Modified,2021
-119.04153221906,50.9589561668949,Aline Hill,0,0.2,Aline Hill,K41598,Aline Hill,2021-07-08,Aline Hill,50.95895,-119.041517,Full,2021
-118.584831670712,49.2877231263025,Almond Mountain,0,0.009,Almond Mountain,N61703,Almond Mountain,2021-07-08 8:54:20 PM,ALMOND MOUNTAIN,49.287717,-118.584817,Full,2021
-126.82781748851,53.8520052903793,Shelford Lake,0,0.01,Shelford Lake,R20519,Shelford Lake,2021-05-15 8:00:00 AM,SHELFORD LAKE,53.852,-126.8278,Modified,2021
-118.543264630264,49.1673231241654,Pelly,0,1.58,Pelly,N60475,Pelly,2021-05-06 7:27:38 PM,Pelly Mountain,49.167317,-118.54325,Monitor,2021
-124.566232881502,50.0325054696627,Chippewa Bay,0,0.009,Chippewa Bay,V52502,Chippewa Bay,2021-08-07 6:00:00 PM,CHIPPEWA BAY,50.0325,-124.566217,Full,2021
-119.841781976729,49.8039390734557,12.5 km Brenda Mines Rd,0,0.009,12.5 km Brenda Mines Rd,K50567,12.5 km Brenda Mines Rd,2021-05-22 6:42:57 AM,,49.803933,-119.841767,Full,2021
-118.879297766364,49.2225560895944,Kimberley RR,0,0.23,Kimberley RR,N61673,Kimberley RR,2021-07-08 11:00:00 PM,FIVA CREEK,49.22255,-118.879283,Full,2021
-120.275249813149,54.9403391870791,Old Red Willow Work Camp - Abandoned,0,2.5,Old Red Willow Work Camp - Abandoned,G72604,Old Red Willow Work Camp - Abandoned,2021-08-13 3:42:49 PM,Red Willow Rec,54.940333,-120.275233,Modified,2021
-115.900764211821,49.5012894386659,Kiakho Lake,0,0.02,Kiakho Lake,N11219,Kiakho Lake,2021-07-01 5:53:14 PM,KIAKHO LAKE,49.501283,-115.90075,Full,2021
-122.20049922796,52.3769558478377,West of Howes Lake,0,0.009,West of Howes Lake,C22679,West of Howes Lake,2021-06-30 8:27:05 PM,,52.37695,-122.200483,Full,2021
-120.134865641502,51.689923072527,Brookfield Creek,0,0.009,Brookfield Creek,K22718,Brookfield Creek,2021-08-24 8:00:59 AM,BROOKFIELD CREEK,51.689917,-120.13485,Full,2021
-120.847285720778,58.86302321726,Kotchko E,0,16.9,Kotchko E,G90983,Kotchko E,2021-06-28 4:34:45 AM,,58.863017,-120.847267,Monitor,2021
-120.954232760866,51.6023729691072,4km E of Doman Rd,0,0.1,4km E of Doman Rd,C41528,4km E of Doman Rd,2021-07-06 2:01:56 PM,,51.602367,-120.954217,Full,2021
-121.889898851606,51.1799219477288,Marble Range,0,0.009,Marble Range,C42868,Marble Range,2021-10-01 1:37:15 PM,,51.179916,-121.889883,Full,2021
-120.370582650256,51.5816060394529,Copper Lake,0,1.5,Copper Lake,K21996,Copper Lake,2021-07-10 10:51:56 PM,Copper Lake,51.5816,-120.370567,Modified,2021
-122.082366148457,52.1988558558279,3758 Hillside Drive,0,0.009,3758 Hillside Drive,C20324,3758 Hillside Drive,2021-04-19 1:00:00 PM,,52.19885,-122.08235,Full,2021
-118.429947985777,50.5476062164646,Lower Nelson FSR,0,117,Lower Nelson FSR,K42214,Lower Nelson FSR,2021-07-26 3:19:31 PM,LOWER NELSON FSR,50.5476,-118.429933,Full,2021
-124.753217539035,54.7898385883721,Kuzkwa River,0,2,Kuzkwa River,G52558,Kuzkwa River,2021-08-11 2:40:39 PM,,54.789833,-124.7532,Full,2021
-121.191700642846,56.5076061137358,Mile 70,0,4,Mile 70,G80662,Mile 70,2021-05-26 11:00:45 AM,,56.5076,-121.191683,Full,2021
-126.031099781192,52.2114883573233,Gyllenspetz Creek - MODIFIED RESPONSE,0,297,Gyllenspetz Creek - MODIFIED RESPONSE,VA1545,Gyllenspetz Creek - MODIFIED RESPONSE,2021-07-05 1:28:42 PM,GYLLENSPETZ CREEK,52.211483,-126.031083,Modified,2021
-124.517198680055,49.3440054489472,Whiskey Creek FSR,0,0.009,Whiskey Creek FSR,V70456,Whiskey Creek FSR,2021-05-05 12:29:02 PM,,49.344,-124.517183,Full,2021
-120.486648380635,50.6168059793024,Dam Lake,0,0.009,Dam Lake,K22958,Dam Lake,2022-03-27 3:35:08 PM,Dam Lake,50.6168,-120.486633,Full,2021
-119.802648296783,50.7502230672519,Gulch Creek,0,2.5,Gulch Creek,K21233,Gulch Creek,2021-07-01 12:12:58 AM,GULCH CREEK,50.750217,-119.802633,Full,2021
-119.503197849907,49.3383560263707,1km Allendale Lk Rd,0,0.4,1km Allendale Lk Rd,K50255,1km Allendale Lk Rd,2021-04-16 5:48:20 PM,Allendale Lake Road,49.33835,-119.503183,Full,2021
-121.928666123975,52.2058058745927,S of Hawks Creek,0,0.01,S of Hawks Creek,C22114,S of Hawks Creek,2021-07-21 6:36:39 PM,,52.2058,-121.92865,Full,2021
-128.402518011421,54.6105611990449,Kleanza Creek,0,0.009,Kleanza Creek,R52279,Kleanza Creek,2021-07-31 3:32:59 PM,,54.610556,-128.4025,Full,2021
-121.661017569184,56.1400230400194,Off Highway 29 East of Farrel Rd.,0,1.13,Off Highway 29 East of Farrel Rd.,G80251,Off Highway 29 East of Farrel Rd.,2021-04-16 3:56:46 PM,,56.140017,-121.661,Full,2021
-120.259315324429,50.5599730033653,Separation Road,0,0.009,Separation Road,K22480,Separation Road,2021-08-07 10:45:24 AM,SEPARATION ROAD,50.559967,-120.2593,Full,2021
-119.291715019949,50.1039560929665,Oyama Lake,0,0.5,Oyama Lake,K42243,Oyama Lake,2021-07-28 7:32:48 PM,Oyama Lake,50.10395,-119.2917,Full,2021
-122.380666738955,53.7473228729427,Francis Lake,0,0.009,Francis Lake,G11099,Francis Lake,2021-06-30 6:11:56 PM,Francis Lk,53.747317,-122.38065,Full,2021
-119.924598466324,51.2450060765554,Barriere Lakes Rd,0,0.009,Barriere Lakes Rd,K22238,Barriere Lakes Rd,2021-07-28 10:05:31 PM,,51.245,-119.924583,Full,2021
-119.491014846544,49.3305730268847,Allendale Lake Road,0,0.4,Allendale Lake Road,K50063,Allendale Lake Road,2021-04-04 5:03:10 PM,Allendale Lake Road,49.330567,-119.491,Full,2021
-120.036497934665,49.299855964018,Cahill,0,0.3,Cahill,K60959,Cahill,2021-06-27 4:29:44 PM,Cahill,49.29985,-120.036483,Full,2021
-125.293183832858,52.6841224652991,Itcha Ilgachuz Park,0,0.2,Itcha Ilgachuz Park,C51575,Itcha Ilgachuz Park,2021-07-07 1:00:13 PM,,52.684117,-125.293167,Full,2021
-121.976434409649,55.6318229836436,North of Pine Valley Gas Plant,0,0.009,North of Pine Valley Gas Plant,G71136,North of Pine Valley Gas Plant,2021-06-30 10:43:14 PM,,55.631817,-121.976417,Full,2021
-119.879698284257,50.6558220529869,Dry Creek,0,0.009,Dry Creek,K22019,Dry Creek,2021-07-17 6:09:05 PM,Dry Creek,50.655816,-119.879683,Full,2021
-126.454782203579,49.8093052351007,Head Bay Road,0,0.009,Head Bay Road,V82736,Head Bay Road,2021-08-27 12:30:00 PM,,49.8093,-126.454766,Full,2021
-128.403384844753,54.1964050839488,Bolton Creek,0,0.009,Bolton Creek,R51504,Bolton Creek,2021-07-05 4:00:53 PM,McKay Creek,54.1964,-128.403367,Modified,2021
-119.835681157141,49.8464221265641,Trepanier Creek,0,0.3,Trepanier Creek,K51064,Trepanier Creek,2021-06-30 10:54:00 AM,TREPANIER CREEK,49.846416,-119.835666,Full,2021
-120.734132464302,50.7540889569896,6 Mile Hill,0,0.1,6 Mile Hill,K20868,6 Mile Hill,2021-06-22 11:30:00 AM,Six Mile Hill,50.754083,-120.734117,Full,2021
-119.759547882567,49.2893559944887,Grand Oro Road,0,0.4,Grand Oro Road,K50440,Grand Oro Road,2021-05-01 2:30:36 PM,Grand Oro Rd.,49.28935,-119.759533,Full,2021
-123.129233734699,53.3844227642511,7km SW Punchaw Lake,0,21.4,7km SW Punchaw Lake,G11935,7km SW Punchaw Lake,2021-07-15 8:49:14 AM,1400 rd,53.384417,-123.129217,Full,2021
-124.849882776518,49.5137554166937,Tsable River,0,0.009,Tsable River,V72924,Tsable River,2021-12-13 8:20:23 AM,TSABLE RIVER,49.51375,-124.849867,,2021
-115.766647458757,50.5202565200062,Bear Creek,0,1.5,Bear Creek,N21307,Bear Creek,2021-07-02 3:40:48 PM,BEAR CREEK,50.52025,-115.766633,Full,2021
-121.376133583339,53.8055230048766,Driscoll Creek,0,98.85,Driscoll Creek,G11817,Driscoll Creek,2021-07-11 10:24:06 AM,,53.805517,-121.376117,Monitor,2021
-120.610548539909,51.0823559867903,5 miles NE of Chris Creek,0,141,5 miles NE of Chris Creek,K21433,5 miles NE of Chris Creek,2021-07-03 2:00:15 PM,Criss Creek,51.08235,-120.610533,Monitor,2021
-118.569965350474,51.6858062610586,Old Camp Creek - MR,0,430,Old Camp Creek - MR,N41254,Old Camp Creek - MR,2021-07-01 7:00:16 PM,OLD CAMP CREEK - MR,51.6858,-118.56995,Modified,2021
-122.869748682882,50.2698056817273,Rutherford Creek,0,0.3,Rutherford Creek,V32022,Rutherford Creek,2021-07-17 7:40:47 PM,Rutherford Creek,50.2698,-122.869733,Full,2021
-119.091348029556,50.267006124959,3.8 KM up Coldstream Creek,0,0.005,3.8 KM up Coldstream Creek,K41822,3.8 KM up Coldstream Creek,2021-07-11 11:00:02 AM,Coldstream Creek,50.267,-119.091333,Full,2021
-126.722185400709,56.0906723401565,Azuklotz Lake,0,0.009,Azuklotz Lake,G52335,Azuklotz Lake,2021-05-25 6:00:00 PM,,56.090667,-126.722167,Monitor,2021
-123.248899324678,52.1400387079139,Anah Lake FSR,0,0.009,Anah Lake FSR,C52766,Anah Lake FSR,2021-09-03 1:00:15 PM,,52.140033,-123.248883,Full,2021
-121.651315502294,50.3447058295571,Splintlum Flats,0,0.2,Splintlum Flats,K70866,Splintlum Flats,2021-06-21 4:45:00 PM,SPLINTLUM FLATS,50.3447,-121.6513,Full,2021
-118.961864925186,49.9777891238541,Long Loch,0,60,Long Loch,K51040,Long Loch,2021-06-29 2:12:36 PM,Long Loch,49.977783,-118.96185,Full,2021
-121.748849630892,53.7514729550073,Bowron River,0,5.7,Bowron River,G11951,Bowron River,2021-07-15 2:24:12 PM,Bowron River,53.751467,-121.748833,Full,2021
-117.789914778311,50.2393732725619,Macleod Creek,0,0.009,Macleod Creek,N52018,Macleod Creek,2021-07-17 6:20:40 PM,MACLEOD CREEK,50.239367,-117.7899,Full,2021
-128.430150806446,54.0910050787595,Mount Elizabeth,0,0.009,Mount Elizabeth,R51494,Mount Elizabeth,2021-07-05 4:00:00 PM,MT Elizabeth,54.091,-128.430133,Modified,2021
-129.929252181516,56.791171888643,5km N of Bell II Lodge,,N,0.2,5km N of Bell II Lodge, E side of Hwy,R51445,5km N of Bell II Lodge, E side of Hwy,2021-07-04 7:15:00 PM,,56.791167
-124.502098739128,49.3487554510668,Claymore Road,0,0.02,Claymore Road,V70176,Claymore Road,2021-04-12,CLAYMORE ROAD,49.34875,-124.502083,Full,2021
-127.523217980556,54.8391882130315,E of Hankin Lake,,N,0.2,E of Hankin Lake, W of Passby Creek,R31415,E of Hankin Lake, W of Passby Creek,2021-07-04 3:20:00 PM,Willow Lake,54.839183
-119.523798464271,51.4765891366633,Gollen Creek,0,832,Gollen Creek,K22007,Gollen Creek,2021-07-01 3:13:56 PM,Gollen Creek,51.476583,-119.523783,Modified,2021
-117.686331519149,49.3523232309986,Mountain Ridge Road,0,0.08,Mountain Ridge Road,N50717,Mountain Ridge Road,2021-06-04 10:29:42 AM,MOUNTAIN RIDGE ROAD,49.352317,-117.686317,Full,2021
-122.170633065458,51.9000888325395,2km N of Mayfield Lake,0,0.04,2km N of Mayfield Lake,C22241,2km N of Mayfield Lake,2021-07-22 6:00:31 PM,HELI BUCKETS ONLY...,51.900083,-122.170617,Full,2021
-121.645398346966,49.7982228038403,Scuzzy Creek #1 - MONITOR ONLY,0,105,Scuzzy Creek #1 - MONITOR ONLY,V12312,Scuzzy Creek #1 - MONITOR ONLY,2021-08-01 7:48:05 PM,,49.798217,-121.645383,Monitor,2021
-122.274899254399,52.4177058399659,2km E of McLeese Lake,0,0.009,2km E of McLeese Lake,C21154,2km E of McLeese Lake,2021-06-30 11:00:22 PM,,52.4177,-122.274883,Full,2021
-120.583482064638,49.4293389084264,Findlay Creek,0,0.009,Findlay Creek,K60865,Findlay Creek,2021-06-21 3:00:00 PM,WRIGHTS RD,49.429333,-120.583467,Full,2021
-121.42668420893,55.3916730503214,Gwillim Lake,0,0.009,Gwillim Lake,G72450,Gwillim Lake,2021-08-04 11:03:21 AM,,55.391667,-121.426667,Full,2021
-120.069598315237,50.6480560308067,Sonora Road,0,0.009,Sonora Road,K20794,Sonora Road,2021-06-15 5:47:05 AM,,50.64805,-120.069583,Full,2021
-124.590550909772,55.7421886308261,4km West G61192,0,0.009,4km West G61192,G61950,4km West G61192,2021-07-14 9:33:14 AM,,55.742183,-124.590533,Full,2021
-115.472031084481,49.3405564742811,Rocky Ridge,0,0.009,Rocky Ridge,N11859,Rocky Ridge,2021-07-13 4:27:26 AM,ROCKY RIDGE,49.34055,-115.472017,Full,2021
-122.905733492939,52.8074557741447,3.5km SE of Townsend Lake,0,0.54,3.5km SE of Townsend Lake,C12248,3.5km SE of Townsend Lake,2021-07-29 5:04:55 PM,,52.80745,-122.905717,Full,2021
-118.160831657991,49.5384891890713,Bowman Creek,0,0.009,Bowman Creek,N51694,Bowman Creek,2021-07-07 5:42:30 PM,BOWMAN CREEK,49.538483,-118.160817,Full,2021
-124.597551259686,56.5293386442872,Mount Henry,0,0.009,Mount Henry,G62543,Mount Henry,2021-08-02 12:35:25 AM,,56.529333,-124.597533,Full,2021
-125.013467645208,54.9505555566022,Endako,0,0.009,Endako,G51300,Endako,2021-07-02 3:53:59 PM,,54.95055,-125.01345,Full,2021
-127.036133424136,50.6527221893188,Back Road & Bere Road,0,0.2,"Back Road &amp; Bere Road",V90583,"Back Road &amp; Bere Road",2021-05-22 3:00:11 PM,,50.652717,-127.036117,Monitor,2021
-120.093965279248,50.5085560200511,Powerline Lake,0,0.009,Powerline Lake,K22854,Powerline Lake,2021-09-21 5:19:19 PM,Powerline Lake,50.50855,-120.09395,Full,2021
