X,Y,Name,FIRE_OF_NOTE_IND,FIRE_SIZE_HA,Field_1,Fire Number,GEOGRAPHIC,IGNITION DATE,INCIDENT_NAME,LATITUDE,LONGITUDE,RESPONSE_TYPE_DESC,YEAR
-119.833832044052,49.8376230159849,Silver Creek,0,0.009,Silver Creek,K52430,Silver Creek,2022/09/14 02:05:55,,49.837617,-119.833817,Full,2022
-121.78696566319,50.8108728342494,Tifffin Creek,0,0.009,Tifffin Creek,K71263,Tifffin Creek,2022/08/10 07:45:15,Tiffin Creek,50.810867,-121.78695,Full,2022
-120.003732301633,50.642089037622,Buse Creek,0,0.1,Buse Creek,K20228,Buse Creek,2022/05/22 03:43:22,Buse Creek,50.642083,-120.003717,Full,2022
-121.837350610459,56.1608390165914,Peace River,0,102,Peace River,G70213,Peace River,2022/05/22 05:03:59,,56.160833,-121.837333,Full,2022
-118.100897745567,49.9086062174759,Whatsthan Lake,0,0.53,Whatsthan Lake,N50676,Whatsthan Lake,2022/07/22 01:26:04,,49.9086,-118.100883,Full,2022
-119.495581883493,49.468806034638,1km on Carmi FSR,0,0.009,1km on Carmi FSR,K52674,1km on Carmi FSR,2022/10/11 08:27:15,Carmi FSR,49.4688,-119.495567,Full,2022
-121.274982813773,51.5897229299098,S of 100 Mile,0,0.09,S of 100 Mile,C42047,S of 100 Mile,2022/08/26 10:32:36,,51.589717,-121.274967,Full,2022
-118.149748142936,51.2652062884286,Carnes #1,0,0.17,Carnes #1,N41636,Carnes #1,2022/08/19 03:21:02,,51.2652,-118.149733,Full,2022
-117.076381481717,49.6555563179786,Redfish Creek,0,0.001,Redfish Creek,N71335,Redfish Creek,2022/08/11 10:06:36,,49.65555,-117.076367,Full,2022
-116.797981468257,49.8053233586105,Loki Creek,0,0.01,Loki Creek,N71401,Loki Creek,2001/08/13 00:00:00,,49.805317,-116.797967,Full,2022
-114.711930844455,49.0017065327168,Weasel Creek,0,1245.51,Weasel Creek,N11062,Weasel Creek,2022/08/04 02:33:18,,49.0017,-114.711917,,2022
-122.736649603644,53.2021388092638,6Km Southwest of Lazaroff Lake,0,0.009,6Km Southwest of Lazaroff Lake,C10376,6Km Southwest of Lazaroff Lake,2022/06/29 09:43:57,LAZAROFF LAKE PIL...,53.202133,-122.736633,Full,2022
-121.517652072223,59.2668231292305,Thetlaandoa Creek,0,6.1,Thetlaandoa Creek,G90597,Thetlaandoa Creek,2022/07/16 12:47:00,Figure 8 Fire,59.266817,-121.517633,Full,2022
-124.339548499043,48.7710724461121,Gordon Main Camp 18km,0,0.11,Gordon Main Camp 18km,V60786,Gordon Main Camp 18km,2022/07/26 01:00:56,GORDON MAIN CAMP ...,48.771067,-124.339533,Full,2022
-120.877132386478,50.4020059233987,LeRoy Lake,0,0.94,LeRoy Lake,K61478,LeRoy Lake,2022/08/15 02:00:51,Leroy Lake,50.402,-120.877117,Full,2022
-116.539597369568,49.6229233756682,Redding Creek,0,0.02,Redding Creek,N12157,Redding Creek,2022/08/30 02:00:29,,49.622917,-116.539583,Full,2022
-121.420098286984,49.7170058263505,Yale Creek,0,0.009,Yale Creek,V12528,Yale Creek,2022/09/29 09:00:17,YALE CREEK,49.717,-121.420083,Full,2022
-122.204015979464,51.6124728174531,1km S of Vert Lake,0,2,1km S of Vert Lake,C21590,1km S of Vert Lake,2022/08/17 10:36:10,,51.612467,-122.204,Full,2022
-119.321382050821,50.1970390940731,Highway 97 and Birnie Rd,0,0.009,Highway 97 and Birnie Rd,K42401,Highway 97 and Birnie Rd,2022/09/13 10:35:58,,50.197033,-119.321367,Full,2022
-118.537981934578,50.2930561897873,Cherry Ridge,0,0.7,Cherry Ridge,K42550,Cherry Ridge,2022/10/01 07:00:00,,50.29305,-118.537967,Full,2022
-121.376432836308,51.6068889184662,1km NE of Edmund Lake,0,0.1,1km NE of Edmund Lake,C41618,1km NE of Edmund Lake,2022/08/19 05:21:18,,51.606883,-121.376417,Full,2022
-118.7407150984,50.7350391910873,Kingfisher Creek,0,0.02,Kingfisher Creek,K42336,Kingfisher Creek,2022/09/08 03:29:09,Kingfisher Creek,50.735033,-118.7407,Full,2022
-119.380831860245,49.4610390464377,5 km Carmi FSR,0,0.9,5 km Carmi FSR,K50177,5 km Carmi FSR,2022/05/11 02:15:00,5 KM CARMI FSR,49.461033,-119.380817,Full,2022
-120.18364832653,50.6149230152943,Campbell Creek 2,0,0.21,Campbell Creek 2,K22890,Campbell Creek 2,2023/03/27 04:05:00,,50.614917,-120.183633,Full,2022
-121.611465221042,49.3583727866897,Garnet Creek FSR,0,0.009,Garnet Creek FSR,V11462,Garnet Creek FSR,2022/08/14 06:35:13,GARNET CREEK FSR,49.358367,-121.61145,Full,2022
-127.591350982477,54.8203382033916,South of Hankin Lake,0,0.009,South of Hankin Lake,R31500,South of Hankin Lake,2022/08/12 10:41:35,S of Hankin Lake,54.820333,-127.591333,Full,2022
-119.851265020691,49.7434230089855,Finlay Creek,0,0.009,Finlay Creek,K52684,Finlay Creek,2022/10/12 08:30:28,Finlay Creek,49.743417,-119.85125,Full,2022
-124.698281682258,49.2509224241568,Loon Lake,0,0.009,Loon Lake,V72804,Loon Lake,2022/10/27 03:10:00,LOON LAKE,49.250917,-124.698266,Full,2022
-120.425032351786,50.5561729837007,Goose Lake FSR,0,0.009,Goose Lake FSR,K20091,Goose Lake FSR,2022/04/22 12:47:00,Goose Lake road #1,50.556167,-120.425017,Full,2022
-124.102850107368,53.9568726546098,Stoney Creek,0,0.009,Stoney Creek,G40138,Stoney Creek,2022/04/30 02:00:00,G40138,53.956867,-124.102833,Full,2022
-116.773847810612,51.0477564374012,Whiskey Lake,0,0.009,Whiskey Lake,N21738,Whiskey Lake,2022/08/19 09:21:16,Whiskey Lake,51.04775,-116.773833,Full,2022
-120.499282944988,52.4261560613274,Monitor-Caput Mountain,0,45,Monitor-Caput Mountain,C31930,Monitor-Caput Mountain,2022/08/23 10:44:21,Caput Mountain,52.42615,-120.499267,Monitor,2022
-120.925098322715,50.1491889054304,Shuter Creek,0,0,Shuter Creek,K62869,Shuter Creek,2023/03/18 12:30:30,,50.149183,-120.925083,Full,2022
-125.628932994947,49.8787053370886,N of Moh Creek,0,0.009,N of Moh Creek,V81767,N of Moh Creek,2022/08/19 02:32:09,N OF MOH CREEK,49.8787,-125.628917,Full,2022
-120.865898308964,50.1380389113712,Coyle,0,3.5,Coyle,K60175,Coyle,2022/05/11 12:00:00,,50.138033,-120.865883,Full,2022
-127.024950469117,53.7274722623581,Tatsa Reach,0,0.009,Tatsa Reach,R21578,Tatsa Reach,2022/08/19 03:38:22,White Sail lookout,53.727467,-127.024933,Full,2022
-115.72413129712,49.959889488621,Sheep Creek,0,0.01,Sheep Creek,N20249,Sheep Creek,2022/05/31 09:00:00,Johnson Road,49.959883,-115.724117,Full,2022
-123.864119580418,59.3804557900134,Patry Creek,0,0.9,Patry Creek,G92685,Patry Creek,2022/08/03 07:23:00,Patry,59.38045,-123.8641,,2022
-122.501049138731,51.951055793541,Tlescoxeten Rd,0,2.37,Tlescoxeten Rd,C20073,Tlescoxeten Rd,2022/04/17 06:30:00,,51.95105,-122.501033,Full,2022
-120.407633250814,53.3693731117732,8km West of Bell Mountain,0,0.009,8km West of Bell Mountain,G31016,8km West of Bell Mountain,2022/06/01 12:11:29,,53.369367,-120.407617,Full,2022
-121.948517564039,56.0071729978256,Peace River,0,0.009,Peace River,G72038,Peace River,2022/08/25 02:03:51,,56.007167,-121.9485,Full,2022
-120.823848268883,50.0212889109129,Kwinshatin Creek,0,0.1,Kwinshatin Creek,K62161,Kwinshatin Creek,2022/08/30 04:00:00,Comstock Road,50.021283,-120.823833,Full,2022
-120.549598153433,49.7769229304397,Hook Lake,0,0.3,Hook Lake,K62481,Hook Lake,2022/09/21 01:36:24,Hook Lake,49.776917,-120.549583,Full,2022
-116.952381813211,50.936306409995,Azurite Mountain,0,0.5,Azurite Mountain,N21646,Azurite Mountain,2022/08/19 10:20:01,azurite mtn.,50.9363,-116.952367,Full,2022
-120.683848691149,51.533122999454,Otter Lake,0,0.009,Otter Lake,C40760,Otter Lake,2022/07/25 03:14:33,,51.533117,-120.683833,Full,2022
-119.802764976765,49.6103390067319,McNaulty FSR,0,0.009,McNaulty FSR,K52822,McNaulty FSR,2022/11/01 04:08:30,MCNAULTY FSR,49.610333,-119.80275,Full,2022
-126.970284346405,53.4201882637237,S of Chickamin Bay,0,3,S of Chickamin Bay,R11580,S of Chickamin Bay,2022/08/17 09:07:40,,53.420183,-126.970267,Modified,2022
-117.310764484772,49.4941062812683,Elephant Mountain,0,0.04,Elephant Mountain,N72065,Elephant Mountain,2022/08/26 08:40:31,Elephant Mountain,49.4941,-117.31075,Full,2022
-121.836898914985,51.6070888619654,Dog Creek,0,0.9,Dog Creek,C40812,Dog Creek,2022/07/28 02:02:34,,51.607083,-121.836883,Full,2022
-121.767500615688,56.202073027135,Marksman Ranch,0,0.5,Marksman Ranch,G82247,Marksman Ranch,2022/09/02 10:14:04,,56.202067,-121.767483,Full,2022
-123.206900429924,55.1582058054956,Finlay Junction,0,0.58,Finlay Junction,G62701,Finlay Junction,2022/10/13 09:38:05,Findley Junction,55.1582,-123.206883,Full,2022
-120.90931502617,49.0741728521422,Manning Park Ski Hill,0,0.009,Manning Park Ski Hill,V11693,Manning Park Ski Hill,2022/08/20 12:12:44,MANNING PARK SKI HIL,49.074167,-120.9093,Full,2022
-121.430048371325,50.0123058392793,Ainslie Creek,0,23,Ainslie Creek,V11508,Ainslie Creek,2022/08/15 09:06:04,AINSLIE CREEK,50.0123,-121.430033,Full,2022
-119.890732456904,51.2331730801797,Haggard Creek,0,0.04,Haggard Creek,K22306,Haggard Creek,2022/08/26 06:05:00,Haggard Creek,51.233167,-119.890717,Full,2022
-123.545132306168,48.4989055246712,Finlayson Arm,0,0.8,Finlayson Arm,V62578,Finlayson Arm,2022/10/03 11:36:42,FINLAYSON ARM,48.4989,-123.545117,,2022
-118.858732290145,51.3094562071831,Long Ridge,0,0.08,Long Ridge,K40953,Long Ridge,2022/07/29 05:45:00,Long Ridge,51.30945,-118.858717,Full,2022
-122.541816100073,51.810505783645,"South side of farwell canyon, lower 1/3 of slope 2km E of bridge",0,1.8,"South side of farwell canyon, lower 1/3 of slope 2km E of bridge",C20269,"South side of farwell canyon, lower 1/3 of slope 2km E of bridge",2022/06/06 03:58:00,,51.8105,-122.5418,Full,2022
-128.899570617756,59.7340220382587,Dease River,0,2.1,Dease River,R90437,Dease River,2022/07/01 02:43:47,Dease Lake,59.734017,-128.89955,Full,2022
-122.600599312464,52.4252057991372,Northern Ranches Rd,0,0.16,Northern Ranches Rd,C12064,Northern Ranches Rd,2022/08/25 05:10:00,Northern Ranches Rd,52.4252,-122.600583,Full,2022
-121.988765311113,49.4579557484459,Chehalis Lake,0,0.009,Chehalis Lake,V10362,Chehalis Lake,2022/06/27 09:00:00,CHEHALIS LAKE,49.45795,-121.98875,Full,2022
-122.050983117375,52.1195558560679,White Rd,0,0.009,White Rd,C20235,White Rd,2022/05/27 10:00:00,,52.11955,-122.050967,Full,2022
-120.713065203282,49.8514729150355,Davis Lake,0,0.1,Davis Lake,K61882,Davis Lake,2022/08/23 05:39:00,,49.851467,-120.71305,Full,2022
-125.115382875077,49.7206723927486,Mount Washington,0,0.009,Mount Washington,V82141,Mount Washington,2022/08/30 11:23:02,MOUNT WASHINGTON,49.720667,-125.115367,Full,2022
-125.667084346161,53.9325554465629,Uncha Lake,0,4.7,Uncha Lake,R10204,Uncha Lake,2022/05/21 04:00:32,,53.93255,-125.667067,Full,2022
-130.262802275968,56.8964378399298,S of Ningunsaw River,0,0.009,S of Ningunsaw River,R91262,S of Ningunsaw River,2022/08/06 02:00:06,,56.896433,-130.262783,Modified,2022
-120.367048404202,50.7704890016914,Deep Lake,0,0.1,Deep Lake,K20520,Deep Lake,2022/07/07 01:39:51,,50.770483,-120.367033,Full,2022
-122.237234297921,55.2496059376353,Burnt River E of Peace,0,0.001,Burnt River E of Peace,G71707,Burnt River E of Peace,2022/08/20 04:40:00,,55.2496,-122.237217,Monitor,2022
-124.902915943527,50.0735724309027,Mary Road,0,0.009,Mary Road,V52659,Mary Road,2022/10/10 00:00:00,MARY ROAD,50.073567,-124.9029,Full,2022
-115.525847144649,49.5314564817091,Pitcher Valley FSR,0,0.009,Pitcher Valley FSR,N10773,Pitcher Valley FSR,2022/07/23 02:48:44,,49.53145,-115.525833,Full,2022
-121.885065186823,49.0595557406062,Liumchen East FSR - MONITOR ONLY,0,0.1,Liumchen East FSR - MONITOR ONLY,V12783,Liumchen East FSR - MONITOR ONLY,2022/10/23 05:54:29,LIUMCHEN EAST FSR,49.05955,-121.88505,Monitor,2022
-121.89538294085,51.6541228570192,1200 Road,0,0.09,1200 Road,C41570,1200 Road,2022/08/19 01:42:22,,51.654117,-121.895367,Full,2022
-118.216082043698,50.8900892602543,Begbie Shoulder,0,0.05,Begbie Shoulder,N41599,Begbie Shoulder,2022/08/19 03:27:00,Begbie Shoulder,50.890083,-118.216067,Full,2022
-121.981516978243,54.5611729509896,E of Wicheada Lake,0,0.6,E of Wicheada Lake,G12246,E of Wicheada Lake,2022/09/02 04:00:00,E of Wicheada Lake,54.561167,-121.9815,Full,2022
-117.845647955611,50.8310893005586,Crawford Creek East,0,296,Crawford Creek East,N41661,Crawford Creek East,2022/08/19 08:44:00,Crawford creek east,50.831083,-117.845633,Modified,2022
-117.482431688796,50.1297563014786,Owl Creek,0,0.009,Owl Creek,N52119,Owl Creek,2022/08/25 03:31:00,,50.12975,-117.482417,Full,2022
-122.175649145681,52.1404888417512,Tolko Mill Road,0,0.01,Tolko Mill Road,C22818,Tolko Mill Road,2022/10/31 08:24:39,,52.140483,-122.175633,Full,2022
-121.405221361339,55.763838063689,Pine River,0,0.92,Pine River,G72160,Pine River,2022/08/22 02:04:18,,55.763832,-121.405204,Full,2022
-122.051582698947,50.7846888011803,Serpintine Lake,0,0.3,Serpintine Lake,K71987,Serpintine Lake,2022/08/25 03:02:17,,50.784683,-122.051567,Full,2022
-118.456564722072,49.5746731582199,Bluejoint Creek,0,4.5,Bluejoint Creek,N62628,Bluejoint Creek,2022/09/16 03:09:43,Bluejoint Creek,49.574667,-118.45655,Monitor,2022
-120.78284846991,50.7416559505502,Durand Creek,0,0.2,Durand Creek,K20820,Durand Creek,2022/07/29 04:34:11,Durand Creek,50.74165,-120.782833,Full,2022
-121.641265639065,50.8123728519289,Turquoise Lake,0,0.52,Turquoise Lake,K20325,Turquoise Lake,2022/06/21 10:23:15,Turquoise Lake,50.812367,-121.64125,Full,2022
-120.623515340711,50.3961889528857,Surrey Lake,0,0.009,Surrey Lake,K62551,Surrey Lake,2022/10/02 04:00:15,,50.396183,-120.6235,Full,2022
-120.765648468047,50.7459559529016,6 Mile Lake,0,0.009,6 Mile Lake,K21247,6 Mile Lake,2022/08/10 04:42:58,6 MILE LAKE,50.74595,-120.765633,Full,2022
-117.278547613842,49.9990893168676,Idaho Peak,0,0.02,Idaho Peak,N51267,Idaho Peak,2022/08/11 10:29:17,,49.999083,-117.278533,Full,2022
-117.74046457584,49.529089236176,Frog Peak #7,0,0.2,Frog Peak #7,N50736,Frog Peak #7,2022/07/22 04:14:00,Frog Peak #7,49.529083,-117.74045,Full,2022
-121.294648505242,50.5630558812315,Spatsum Creek,0,1.93,Spatsum Creek,K20084,Spatsum Creek,2022/04/20 10:29:27,Spatsum Creek,50.56305,-121.294633,Full,2022
-122.500549477561,52.9571388307822,Plywood Road,0,0.009,Plywood Road,C10769,Plywood Road,2022/07/26 07:37:42,,52.957133,-122.500533,Monitor,2022
-133.434903962274,59.3211213460629,N of O'Donnel River,0,0.1,N of O'Donnel River,R90505,N of O'Donnel River,2022/07/05 06:55:41,O'Donnel River,59.321117,-133.434883,Full,2022
-124.525183432115,51.8492885377555,Tatla Lake,0,0.4,Tatla Lake,C51249,Tatla Lake,2022/08/10 04:10:57,,51.849283,-124.525167,Full,2022
-119.422015404074,51.3406731418898,14.5km Up Adams Lake Rd,0,0.009,14.5km Up Adams Lake Rd,K20843,14.5km Up Adams Lake Rd,2022/07/29 04:51:42,Momich Creek,51.340667,-119.422,Full,2022
-120.445515359509,50.5683889824329,1.3km up Timber Lake FSR,0,0.009,1.3km up Timber Lake FSR,K20160,1.3km up Timber Lake FSR,2022/05/06 11:23:41,1.3KM UP TIMBER L...,50.568383,-120.4455,Full,2022
-121.590732919099,51.7530058982545,Brushy Lake,0,0.09,Brushy Lake,C41851,Brushy Lake,2022/08/23 07:35:34,Brushy Lake Fire,51.753,-121.590717,Full,2022
-115.779897266585,49.8065564722163,Ta Ta Creek,0,0.45,Ta Ta Creek,N20495,Ta Ta Creek,2022/07/03 01:20:00,,49.80655,-115.779883,Full,2022
-125.617982994039,49.8830553379718,Strathcona Mountain,0,0.009,Strathcona Mountain,V81766,Strathcona Mountain,2022/08/22 11:00:49,STRATHCONA MOUNTAIN,49.88305,-125.617967,Full,2022
-123.362599314389,52.0546226900207,S of Bull Canyon Park,0,0.35,S of Bull Canyon Park,C51181,S of Bull Canyon Park,2022/08/09 02:22:03,Bull Cannon,52.054617,-123.362583,Full,2022
-117.886247968563,50.8448392961094,McRae Peak,0,3.37,McRae Peak,N40903,McRae Peak,2022/07/29 11:10:00,Mount Mc Rae,50.844833,-117.886233,Monitor,2022
-119.106398217459,50.911223156884,Tillis Landing FSR,0,0.009,Tillis Landing FSR,K40765,Tillis Landing FSR,2022/07/17 09:54:00,Tillis Landing,50.911217,-119.106383,Full,2022
-124.332716431489,51.9374555644024,NE End Eagle Lake,0,0.8,NE End Eagle Lake,C51765,NE End Eagle Lake,2022/08/20 04:00:00,,51.93745,-124.3327,Full,2022
-120.942533487717,53.7546730580826,Fraser River,0,0.05,Fraser River,G12301,Fraser River,2022/09/05 08:56:26,,53.754667,-120.942517,Full,2022
-124.235716462813,52.0784725814896,4km SW Puntzi,0,0.009,4km SW Puntzi,C51842,4km SW Puntzi,2022/08/23 10:40:54,,52.078467,-124.2357,Full,2022
-118.518231912932,50.2316731890677,Cherry Creek,0,0.16,Cherry Creek,K41347,Cherry Creek,2022/08/12 08:28:18,,50.231667,-118.518217,Full,2022
-121.013482065713,49.154672844903,Twentysix Mile Creek - MONITOR ONLY,0,282,Twentysix Mile Creek - MONITOR ONLY,V12211,Twentysix Mile Creek - MONITOR ONLY,2022/09/01 06:36:56,TWENTYSIX MILE CREEK,49.154667,-121.013467,,2022
-128.631917785206,53.9668050495369,Kitimat,0,0.009,Kitimat,R50258,Kitimat,2022/06/02 08:36:43,Gitkesan,53.9668,-128.6319,Monitor,2022
-122.140521610273,57.4966726770451,Sikanni Chief Canyon,0,0.02,Sikanni Chief Canyon,G82316,Sikanni Chief Canyon,2022/09/07 12:00:04,Sikanni Chief Canyon,57.496667,-122.140503,Full,2022
-120.44534835901,50.5675889823985,1.2 km Timber Lake FSR,0,0.009,1.2 km Timber Lake FSR,K20136,1.2 km Timber Lake FSR,2022/04/28 06:58:15,1.2 KM TIMBER LAKE..,50.567583,-120.445333,Full,2022
-125.947799156102,50.2737053114714,White River FSR,0,0.009,White River FSR,V81001,White River FSR,2022/08/02 04:30:37,WHITE RIVER FSR,50.2737,-125.947783,Full,2022
-120.514265267187,50.2079229564255,Klup creek,0,0.2,Klup creek,K61884,Klup creek,2022/08/23 04:39:03,,50.207917,-120.51425,Full,2022
-125.51954884431,49.4000883332352,McBride Creek,0,0.009,McBride Creek,V71532,McBride Creek,2022/08/17 07:18:35,MCBRIDE CREEK,49.400083,-125.519533,Full,2022
-124.594351062852,56.092505637222,Omineca River,0,0.8,Omineca River,G60781,Omineca River,2022/07/26 02:48:49,,56.0925,-124.594333,Full,2022
-124.175898998907,50.6355385390469,Filer Creek,0,0.3,Filer Creek,V50671,Filer Creek,2022/07/22 09:30:05,FILER CREEK,50.635533,-124.175883,Full,2022
-118.74686479382,49.6440561290642,Rendell Creek,0,4.5,Rendell Creek,N62693,Rendell Creek,2022/05/15 07:27:32,,49.64405,-118.74685,Full,2022
-115.888247414511,50.2708564901842,Hardie Creek,0,2,Hardie Creek,N21163,Hardie Creek,2022/08/09 03:00:00,Hardie Creek,50.27085,-115.888233,Full,2022
-117.756731593384,49.5815392369059,Airy Creek,0,0.01,Airy Creek,N51275,Airy Creek,2022/08/12 09:56:15,Airy Creek,49.581533,-117.756717,Full,2022
-119.848647877556,49.2089229801028,Keremeos Bypass,0,0.15,Keremeos Bypass,K50003,Keremeos Bypass,2022/04/02 01:48:51,,49.208917,-119.848633,Full,2022
-120.952665263985,49.921605890501,Gillis Lake,0,0.009,Gillis Lake,K62310,Gillis Lake,2022/09/06 08:21:10,Gillis Lake,49.9216,-120.95265,Full,2022
-120.926932818026,51.7976389815116,1km E of Bobbs Lake,0,0.01,1km E of Bobbs Lake,C40967,1km E of Bobbs Lake,2022/08/01 03:07:38,,51.797633,-120.926917,Full,2022
-122.519299210942,52.1627057999032,1km S of Madden Lake,0,0.09,1km S of Madden Lake,C21843,1km S of Madden Lake,2022/08/22 11:30:00,,52.1627,-122.519283,Full,2022
-118.108282046908,50.9680062775116,Mt. Mackenzie,0,0.009,Mt. Mackenzie,N41338,Mt. Mackenzie,2022/07/29 10:38:49,Vertigo Ridge,50.968,-118.108267,Full,2022
-117.261129465283,49.4568502848037,Selous Creek,0,0.13,Selous Creek,N72560,Selous Creek,2022/10/02 08:00:00,Selous Creek,49.456844,-117.261115,Full,2022
-122.281081715674,50.7115887706182,Off Seton Portage Road,0,0.009,Off Seton Portage Road,K72887,Off Seton Portage Road,2023/03/26 05:40:52,,50.711583,-122.281066,,2022
-116.535347243229,49.1363063439235,Arrow Mnt,0,0.52,Arrow Mnt,N72175,Arrow Mnt,2022/08/31 10:35:37,,49.1363,-116.535333,Full,2022
-124.225184024762,53.6853386311711,Nulki Hill,0,0.009,Nulki Hill,G41846,Nulki Hill,2022/08/22 01:25:00,,53.685333,-124.225167,Full,2022
-121.301765164899,49.3425058213218,Silver Skagit Road,0,0.009,Silver Skagit Road,V12035,Silver Skagit Road,2022/08/26 12:25:28,SILVER SKAGIT ROAD,49.3425,-121.30175,Full,2022
-122.087016572332,53.4295558996718,North Lodi Lake,0,0.009,North Lodi Lake,G10357,North Lodi Lake,2022/06/28 12:25:00,Lodi Lake,53.42955,-122.087,Full,2022
-125.317851266402,56.2811725394666,Km 20 on Tenakihi Mainline,0,0.4,Km 20 on Tenakihi Mainline,G60775,Km 20 on Tenakihi Mainline,2022/07/26 12:00:00,,56.281167,-125.317833,Full,2022
-121.504750396175,55.8042730517492,Jackfish Lake,0,0.009,Jackfish Lake,G72689,Jackfish Lake,2022/10/12 04:00:00,Jack Fish,55.804267,-121.504733,Full,2022
-118.566948304987,51.5396232535224,Fissure Creek North,0,0.03,Fissure Creek North,N41033,Fissure Creek North,2022/07/29 10:00:20,Fissure creek north,51.539617,-118.566933,Full,2022
-120.49209809406,49.5977229274201,Summers Creek,0,0.009,Summers Creek,K60196,Summers Creek,2022/05/18 03:03:00,SUMMERS CREEK,49.597717,-120.492083,Full,2022
-118.916332396616,51.6244732159861,Seymour River,0,0.1,Seymour River,K41889,Seymour River,2022/08/22 06:07:04,seymour River,51.624467,-118.916317,Modified,2022
-123.237898507627,49.438972602519,Strachan Point,0,0.1,Strachan Point,V32487,Strachan Point,2022/09/23 06:00:29,Strachan Point,49.438967,-123.237883,Full,2022
-120.686131987787,49.0700888776624,1km South of Similkameen River,0,0.009,1km South of Similkameen River,V12294,1km South of Similkameen River,2022/09/05 01:08:32,1KM S SIMILKAMEEN RI,49.070083,-120.686117,Modified,2022
-115.864814238898,49.634389451142,Wycliff Cherry Creek Road,0,0.1,Wycliff Cherry Creek Road,N10153,Wycliff Cherry Creek Road,2022/05/04 12:00:03,,49.634383,-115.8648,Full,2022
-115.782464143741,49.3310064396191,Barkshanty Creek,0,0.009,Barkshanty Creek,N11733,Barkshanty Creek,2022/08/21 07:14:47,,49.331,-115.78245,Full,2022
-120.682148092625,49.4689228988939,Granite Creek,0,0.1,Granite Creek,K62124,Granite Creek,2022/08/28 10:49:27,,49.468917,-120.682133,Full,2022
-115.811964408126,50.3046235007256,Geary Creek,0,0.009,Geary Creek,N21742,Geary Creek,2022/08/21 02:45:00,,50.304617,-115.81195,Full,2022
-118.257298152571,51.2305392738832,Frisby Ridge #2,0,0.009,Frisby Ridge #2,N41635,Frisby Ridge #2,2022/08/11 04:21:40,Frisbee Ridge,51.230533,-118.257283,Full,2022
-123.084266229954,51.9339727212099,S of Lee's Corner,0,10.7,S of Lee's Corner,C50002,S of Lee's Corner,2022/04/02 01:00:00,,51.933967,-123.08425,Full,2022
-124.521015820087,49.8430054682077,Harrie Street,0,0.009,Harrie Street,V52486,Harrie Street,2022/09/22 08:15:06,HARRIE STREET,49.843,-124.521,Full,2022
-123.950733436536,52.1350886191218,Redstone Reserve,0,0.6,Redstone Reserve,C50080,Redstone Reserve,2022/04/18 01:56:37,,52.135083,-123.950717,Monitor,2022
-121.072965348233,50.1487218884052,Edgar Creek,0,0.009,Edgar Creek,K60621,Edgar Creek,2022/07/17 06:45:28,,50.148716,-121.07295,Full,2022
-117.012764508613,49.8002563337841,Woodbury Creek,0,33.5,Woodbury Creek,N72498,Woodbury Creek,2022/09/14 05:30:00,,49.80025,-117.01275,Modified,2022
-122.890850363569,55.1278388472338,HWY 95 5km E of Junction,0,0.009,HWY 95 5km E of Junction,G60655,HWY 95 5km E of Junction,2022/07/20 12:15:26,,55.127833,-122.890833,Full,2022
-127.396701589228,56.2844552475913,Sustut River,0,2.1,Sustut River,G51598,Sustut River,2022/08/12 12:27:26,,56.28445,-127.396683,Modified,2022
-121.10771770684,56.6857561299329,Peace River Private Land,0,0.009,Peace River Private Land,G82755,Peace River Private Land,2022/09/15 10:00:00,Dan Frittenburg,56.68575,-121.1077,Full,2022
-121.504965409733,50.1048888356807,Siwash Creek,0,0.4,Siwash Creek,K71193,Siwash Creek,2022/08/09 09:12:16,Siwash creek,50.104883,-121.50495,Full,2022
-126.208466892489,52.4579723410083,Hump Lake,0,0.009,Hump Lake,VA0353,Hump Lake,2022/06/28 05:00:15,HUMP LAKE,52.457967,-126.20845,Full,2022
-123.320132599596,49.7222226048423,N Taquat Lakes,0,0.009,N Taquat Lakes,V52404,N Taquat Lakes,2022/09/12 04:56:26,N TAQUAT LAKES,49.722217,-123.320117,Full,2022
-127.371150986879,54.9065552340972,Trout Creek,0,0.1,Trout Creek,R31444,Trout Creek,2022/08/13 10:27:44,Trout Creek,54.90655,-127.371133,Full,2022
-119.426581831693,49.3186560340449,Dutton Creek,0,0.009,Dutton Creek,K52520,Dutton Creek,2022/09/28 10:30:00,Dutton Creek,49.31865,-119.426567,Full,2022
-118.435465105749,50.9582732380386,Griffin Lake,0,0.009,Griffin Lake,K41581,Griffin Lake,2022/08/19 03:52:00,,50.958267,-118.43545,Full,2022
-121.202215873574,51.8190559483962,Lake of the Trees,0,0.1,Lake of the Trees,C41127,Lake of the Trees,2022/08/01 07:31:19,,51.81905,-121.2022,Full,2022
-122.698066344815,52.4751227883495,N Webster Creek,0,0.06,N Webster Creek,C12003,N Webster Creek,2022/08/25 05:00:00,,52.475117,-122.69805,Full,2022
-120.613732220429,49.9771229328913,Otter Creek,0,0.009,Otter Creek,K61251,Otter Creek,2022/08/11 07:00:00,,49.977117,-120.613717,Full,2022
-118.162465113591,51.1609232814382,Mt. Sale,0,0.05,Mt. Sale,N41663,Mt. Sale,2022/08/19 10:59:58,Sale mountain,51.160917,-118.16245,Full,2022
-119.731515503481,51.4800561119276,Barriere River,0,385.8,Barriere River,K21279,Barriere River,2022/08/01 06:19:40,Barrier River,51.48005,-119.7315,Monitor,2022
